,course_code_char,course_code_num,course_name,days,start_time,end_time,professor,professor_rate,professor_lev_diff,sql_text
690,LAW,659A\-010,Doing Deals Contract Drafting,Th,16:15:00,19:15:00,Harvey Linder,3.5,2.5,"('LAW','659A\-010','Doing Deals Contract Drafting','Th','16:15:00','19:15:00','Harvey Linder',3.5,2.5),"
691,LAW,662\-001,Education Law and Policy,M,16:30:00,18:30:00,Randee Waldman,3.5,2.5,"('LAW','662\-001','Education Law and Policy','M','16:30:00','18:30:00','Randee Waldman',3.5,2.5),"
692,LAW,668X\-001,Employment Law,TuTh,10:30:00,12:00:00,Not Listed,3.5,2.5,"('LAW','668X\-001','Employment Law','TuTh','10:30:00','12:00:00','Not Listed',3.5,2.5),"
693,LAW,670\-001,Jurisprudence,MW,14:00:00,15:30:00,Not Listed,3.5,2.5,"('LAW','670\-001','Jurisprudence','MW','14:00:00','15:30:00','Not Listed',3.5,2.5),"
694,LAW,671A\-001,Trial Practice Advocacy,Tu,18:15:00,20:15:00,Justin Norman,3.5,2.5,"('LAW','671A\-001','Trial Practice Advocacy','Tu','18:15:00','20:15:00','Justin Norman',3.5,2.5),"
695,LAW,671A\-002,Trial Practice Advocacy,F,12:30:00,16:30:00,Justin Norman,3.5,2.5,"('LAW','671A\-002','Trial Practice Advocacy','F','12:30:00','16:30:00','Justin Norman',3.5,2.5),"
696,LAW,675\-001,Constitutional Lit,W,16:15:00,19:15:00,Gerald Weber,3.5,2.5,"('LAW','675\-001','Constitutional Lit','W','16:15:00','19:15:00','Gerald Weber',3.5,2.5),"
697,LAW,675K\-001,ALRIPCopyright Law Research,Tu,14:00:00,16:00:00,Andrea Quinn,3.5,2.5,"('LAW','675K\-001','ALRIPCopyright Law Research','Tu','14:00:00','16:00:00','Andrea Quinn',3.5,2.5),"
698,LAW,676C\-001,International Humanitarian Law Clinic,M,9:00:00,11:00:00,Laurie Blank,3.5,2.5,"('LAW','676C\-001','International Humanitarian Law Clinic','M','09:00:00','11:00:00','Laurie Blank',3.5,2.5),"
699,LAW,683\-001,White Collar Crime,Th,16:15:00,19:15:00,Lynsey Barron,3.5,2.5,"('LAW','683\-001','White Collar Crime','Th','16:15:00','19:15:00','Lynsey Barron',3.5,2.5),"
700,LAW,689R\-001,Rule of Law,MW,15:30:00,17:00:00,Jon Smibert,3.5,2.5,"('LAW','689R\-001','Rule of Law','MW','15:30:00','17:00:00','Jon Smibert',3.5,2.5),"
701,LAW,690L\-001,International Human Rights,TuTh,9:00:00,10:30:00,Hallie Ludsin,3.5,2.5,"('LAW','690L\-001','International Human Rights','TuTh','09:00:00','10:30:00','Hallie Ludsin',3.5,2.5),"
702,LAW,694\-001,English Legal History,MW,14:00:00,15:30:00,Alexander Volokh,3.5,2.5,"('LAW','694\-001','English Legal History','MW','14:00:00','15:30:00','Alexander Volokh',3.5,2.5),"
703,LAW,695\-001,Land Use,Tu,18:00:00,20:00:00,Not Listed,3.5,2.5,"('LAW','695\-001','Land Use','Tu','18:00:00','20:00:00','Not Listed',3.5,2.5),"
704,LAW,697\-001,Environmental Advocacy WS,W,16:30:00,18:30:00,Christopher Zygmont,3.5,2.5,"('LAW','697\-001','Environmental Advocacy WS','W','16:30:00','18:30:00','Christopher Zygmont',3.5,2.5),"
705,LAW,698B\-001,Child Protection and International Human Rights,W,16:15:00,19:15:00,RogerClaude Liwanga,3.5,2.5,"('LAW','698B\-001','Child Protection and International Human Rights','W','16:15:00','19:15:00','RogerClaude Liwanga',3.5,2.5),"
706,LAW,699C\-001,Juvenile Defender Clinic,F,0:00:00,0:00:00,Randee Waldman,3.5,2.5,"('LAW','699C\-001','Juvenile Defender Clinic','F','00:00:00','00:00:00','Randee Waldman',3.5,2.5),"
707,LAW,708\-001,Law and Religion,Th,13:00:00,16:00:00,Silas Allard,3.5,2.5,"('LAW','708\-001','Law and Religion','Th','13:00:00','16:00:00','Silas Allard',3.5,2.5),"
708,LAW,708D\-001,Law  Religion Legal Advocacy,W,16:30:00,17:45:00,Whittney Barth,3.5,2.5,"('LAW','708D\-001','Law  Religion Legal Advocacy','W','16:30:00','17:45:00','Whittney Barth',3.5,2.5),"
709,LAW,708X\-001,Law and Religion in Practice and Legal Advocacy Law and Religion,W,14:00:00,16:00:00,Whittney Barth,3.5,2.5,"('LAW','708X\-001','Law and Religion in Practice and Legal Advocacy Law and Religion','W','14:00:00','16:00:00','Whittney Barth',3.5,2.5),"
710,LAW,710\-001,Copyright Law,MW,10:30:00,12:00:00,Matthew Sag,3.5,2.5,"('LAW','710\-001','Copyright Law','MW','10:30:00','12:00:00','Matthew Sag',3.5,2.5),"
711,LAW,710X\-001,Trade Secrets,TuTh,14:00:00,15:30:00,Nicole Morris,3.5,2.5,"('LAW','710X\-001','Trade Secrets','TuTh','14:00:00','15:30:00','Nicole Morris',3.5,2.5),"
712,LAW,711\-001,Religion Culture and Law in Comparative Practice,TuTh,12:15:00,13:45:00,Hallie Ludsin,3.5,2.5,"('LAW','711\-001','Religion Culture and Law in Comparative Practice','TuTh','12:15:00','13:45:00','Hallie Ludsin',3.5,2.5),"
713,LAW,712\-001,Corporate Finance,TuTh,13:00:00,14:30:00,George Shepherd,3.5,2.5,"('LAW','712\-001','Corporate Finance','TuTh','13:00:00','14:30:00','George Shepherd',3.5,2.5),"
714,LAW,715\-001,Law  The Unconscious Mind,MW,14:00:00,15:30:00,Martha Duncan,3.5,2.5,"('LAW','715\-001','Law  The Unconscious Mind','MW','14:00:00','15:30:00','Martha Duncan',3.5,2.5),"
715,LAW,716\-001,Bankruptcy,MW,10:30:00,12:00:00,Lindsey Simon,3.5,2.5,"('LAW','716\-001','Bankruptcy','MW','10:30:00','12:00:00','Lindsey Simon',3.5,2.5),"
716,LAW,721\-001,Federal Courts,TuTh,14:00:00,15:30:00,Jonathan Nash,3.5,2.5,"('LAW','721\-001','Federal Courts','TuTh','14:00:00','15:30:00','Jonathan Nash',3.5,2.5),"
717,LAW,722A\-001,Social Media Law,W,17:00:00,20:00:00,Jasmine Johnson,3.5,2.5,"('LAW','722A\-001','Social Media Law','W','17:00:00','20:00:00','Jasmine Johnson',3.5,2.5),"
718,LAW,727\-001,Citizenship  Immigration Law,TuTh,10:30:00,12:00:00,Charles Kuck,3.5,2.5,"('LAW','727\-001','Citizenship  Immigration Law','TuTh','10:30:00','12:00:00','Charles Kuck',3.5,2.5),"
719,LAW,731L\-001,Crimmigration,Th,18:00:00,20:00:00,Emily Davis,3.5,2.5,"('LAW','731L\-001','Crimmigration','Th','18:00:00','20:00:00','Emily Davis',3.5,2.5),"
720,LAW,732\-001,International Law,TuTh,10:30:00,12:00:00,Magdalena Tulibacka,3.5,2.5,"('LAW','732\-001','International Law','TuTh','10:30:00','12:00:00','Magdalena Tulibacka',3.5,2.5),"
721,LAW,736B\-001,Global Public Health Law,Tu,18:15:00,20:15:00,RitaMarie Brady,3.5,2.5,"('LAW','736B\-001','Global Public Health Law','Tu','18:15:00','20:15:00','RitaMarie Brady',3.5,2.5),"
722,LAW,745\-001,DUI Trials,M,16:15:00,19:15:00,Lauren Stadalius,3.5,2.5,"('LAW','745\-001','DUI Trials','M','16:15:00','19:15:00','Lauren Stadalius',3.5,2.5),"
723,LAW,747\-001,Legal Profession,MW,9:00:00,10:30:00,Paul Koster,3.5,2.5,"('LAW','747\-001','Legal Profession','MW','09:00:00','10:30:00','Paul Koster',3.5,2.5),"
724,LAW,754\-001,Patent Law,TuTh,16:00:00,17:30:00,Margo Bagley,3.5,2.5,"('LAW','754\-001','Patent Law','TuTh','16:00:00','17:30:00','Margo Bagley',3.5,2.5),"
725,LAW,754A\-001,Patent Litigation,TuTh,13:15:00,14:45:00,Alicia Hughes,3.5,2.5,"('LAW','754A\-001','Patent Litigation','TuTh','13:15:00','14:45:00','Alicia Hughes',3.5,2.5),"
726,LAW,755G\-001,Pretrial Litigation,Tu,17:00:00,20:00:00,Natanya Brooks,3.5,2.5,"('LAW','755G\-001','Pretrial Litigation','Tu','17:00:00','20:00:00','Natanya Brooks',3.5,2.5),"
727,LAW,758\-001,Digital Asset Regulation,W,17:00:00,19:00:00,Not Listed,3.5,2.5,"('LAW','758\-001','Digital Asset Regulation','W','17:00:00','19:00:00','Not Listed',3.5,2.5),"
728,LAW,759A\-001,Corporate ComplianceOversightCulture  Mgmt of Foreign Corrupt Practices Act  Other Legal Risks,M,18:00:00,20:00:00,Dewitt Rogers,3.5,2.5,"('LAW','759A\-001','Corporate ComplianceOversightCulture  Mgmt of Foreign Corrupt Practices Act  Other Legal Risks','M','18:00:00','20:00:00','Dewitt Rogers',3.5,2.5),"
729,LAW,761A\-001,ALR International Legal Research,Th,14:00:00,16:00:00,Amy Flick,3.5,2.5,"('LAW','761A\-001','ALR International Legal Research','Th','14:00:00','16:00:00','Amy Flick',3.5,2.5),"
730,LAW,764X\-001,Depositions and Discovery,W,17:00:00,19:00:00,Not Listed,3.5,2.5,"('LAW','764X\-001','Depositions and Discovery','W','17:00:00','19:00:00','Not Listed',3.5,2.5),"
731,LAW,766\-001,Trademark Prosecution,W,10:00:00,12:00:00,Lauren Brenner,3.5,2.5,"('LAW','766\-001','Trademark Prosecution','W','10:00:00','12:00:00','Lauren Brenner',3.5,2.5),"
732,LAW,767\-001,Cross Exam Techniques,F,9:00:00,12:00:00,Not Listed,3.5,2.5,"('LAW','767\-001','Cross Exam Techniques','F','09:00:00','12:00:00','Not Listed',3.5,2.5),"
733,LAW,767\-002,Cross Exam Techniques,W,14:00:00,17:00:00,Matthew Cavedon,3.5,2.5,"('LAW','767\-002','Cross Exam Techniques','W','14:00:00','17:00:00','Matthew Cavedon',3.5,2.5),"
734,LAW,770\-001,Colloq War  Security,Tu,14:00:00,16:00:00,Mary Dudziak,3.5,2.5,"('LAW','770\-001','Colloq War  Security','Tu','14:00:00','16:00:00','Mary Dudziak',3.5,2.5),"
735,LAW,786\-001,International Advocacy Skills,M,10:00:00,12:30:00,Not Listed,3.5,2.5,"('LAW','786\-001','International Advocacy Skills','M','10:00:00','12:30:00','Not Listed',3.5,2.5),"
736,LAW,802\-001,SEM Issues in Tax Policy,W,14:00:00,16:00:00,Not Listed,3.5,2.5,"('LAW','802\-001','SEM Issues in Tax Policy','W','14:00:00','16:00:00','Not Listed',3.5,2.5),"
737,LAW,807A\-001,SEM Legal Anthropology,Tu,16:00:00,18:00:00,Not Listed,3.5,2.5,"('LAW','807A\-001','SEM Legal Anthropology','Tu','16:00:00','18:00:00','Not Listed',3.5,2.5),"
738,LAW,813\-001,SEM Gender Sexuality and the Law,Th,14:00:00,16:00:00,Atieno Samandari,3.5,2.5,"('LAW','813\-001','SEM Gender Sexuality and the Law','Th','14:00:00','16:00:00','Atieno Samandari',3.5,2.5),"
739,LAW,817\-001,SEMImplement US Intnl Law,W,14:00:00,16:00:00,Johan Vyver,3.5,2.5,"('LAW','817\-001','SEMImplement US Intnl Law','W','14:00:00','16:00:00','Johan Vyver',3.5,2.5),"
740,LAW,818\-001,Sem Intnl Intellectual Prop,W,16:00:00,18:00:00,Margo Bagley,3.5,2.5,"('LAW','818\-001','Sem Intnl Intellectual Prop','W','16:00:00','18:00:00','Margo Bagley',3.5,2.5),"
741,LAW,821A\-001,SEM Corporate Crime,Th,14:00:00,16:00:00,Not Listed,3.5,2.5,"('LAW','821A\-001','SEM Corporate Crime','Th','14:00:00','16:00:00','Not Listed',3.5,2.5),"
742,LAW,831A\-001,SEM Ethics and Politics of Immigration Law,W,16:15:00,18:15:00,Silas Allard,3.5,2.5,"('LAW','831A\-001','SEM Ethics and Politics of Immigration Law','W','16:15:00','18:15:00','Silas Allard',3.5,2.5),"
743,LAW,860A\-001,Colloquium Series Workshop,W,12:15:00,14:45:00,Kay Levine,3.5,2.5,"('LAW','860A\-001','Colloquium Series Workshop','W','12:15:00','14:45:00','Kay Levine',3.5,2.5),"
744,LAW,870A\-001,EXTERN Public Interest,Tu,17:00:00,18:00:00,Derrick Howard,3.5,2.5,"('LAW','870A\-001','EXTERN Public Interest','Tu','17:00:00','18:00:00','Derrick Howard',3.5,2.5),"
745,LAW,870C\-001,EXTERN Govt Counsel,Th,18:30:00,19:30:00,Ailya Zaidi,3.5,2.5,"('LAW','870C\-001','EXTERN Govt Counsel','Th','18:30:00','19:30:00','Ailya Zaidi',3.5,2.5),"
746,LAW,870D\-001,EXTERN Civil Litigation,W,8:00:00,9:00:00,C Demps,3.5,2.5,"('LAW','870D\-001','EXTERN Civil Litigation','W','08:00:00','09:00:00','C Demps',3.5,2.5),"
747,LAW,8.70E+01,EXTERN Judicial,F,8:00:00,9:00:00,Corey Hirokawa,3.5,2.5,"('LAW','8.70E+01','EXTERN Judicial','F','08:00:00','09:00:00','Corey Hirokawa',3.5,2.5),"
748,LAW,870F\-001,EXTERN Corporate Counsel,F,9:00:00,10:00:00,Shiriki Jones,3.5,2.5,"('LAW','870F\-001','EXTERN Corporate Counsel','F','09:00:00','10:00:00','Shiriki Jones',3.5,2.5),"
749,LAW,870G\-001,EXTERN Prosecution,Tu,17:00:00,18:00:00,Adam Hames,3.5,2.5,"('LAW','870G\-001','EXTERN Prosecution','Tu','17:00:00','18:00:00','Adam Hames',3.5,2.5),"
750,LAW,870I\-001,EXTERN Advanced,W,15:00:00,16:00:00,Linda Amidon,3.5,2.5,"('LAW','870I\-001','EXTERN Advanced','W','15:00:00','16:00:00','Linda Amidon',3.5,2.5),"
751,LAW,870A\-002,EXTERN Public Interest,Tu,17:00:00,18:00:00,Debbie Segal,3.5,2.5,"('LAW','870A\-002','EXTERN Public Interest','Tu','17:00:00','18:00:00','Debbie Segal',3.5,2.5),"
752,LAW,8.70E+00,EXTERN Judicial,F,9:30:00,10:30:00,Corey Hirokawa,3.5,2.5,"('LAW','8.70E+00','EXTERN Judicial','F','09:30:00','10:30:00','Corey Hirokawa',3.5,2.5),"
753,LAW,870F\-002,EXTERN Corporate Counsel,M,9:00:00,10:00:00,Amanda Galifianakis,3.5,2.5,"('LAW','870F\-002','EXTERN Corporate Counsel','M','09:00:00','10:00:00','Amanda Galifianakis',3.5,2.5),"
754,LAW,870I\-002,EXTERN Advanced,W,17:00:00,18:00:00,Linda Amidon,3.5,2.5,"('LAW','870I\-002','EXTERN Advanced','W','17:00:00','18:00:00','Linda Amidon',3.5,2.5),"
755,LAW,890\-001,Fundamentals of Innov I,M,16:30:00,19:30:00,Nicole Morris,3.5,2.5,"('LAW','890\-001','Fundamentals of Innov I','M','16:30:00','19:30:00','Nicole Morris',3.5,2.5),"
756,LAW,959\-001,Courtroom PersuasionDrama I,Th,10:30:00,11:45:00,Adena Brumer,3.5,2.5,"('LAW','959\-001','Courtroom PersuasionDrama I','Th','10:30:00','11:45:00','Adena Brumer',3.5,2.5),"
757,LAW,959\-002,Courtroom PersuasionDrama I,Th,12:30:00,13:45:00,Adena Brumer,3.5,2.5,"('LAW','959\-002','Courtroom PersuasionDrama I','Th','12:30:00','13:45:00','Adena Brumer',3.5,2.5),"
758,LAW,959\-003,Courtroom PersuasionDrama I,Tu,18:30:00,19:45:00,Julie Still,3.5,2.5,"('LAW','959\-003','Courtroom PersuasionDrama I','Tu','18:30:00','19:45:00','Julie Still',3.5,2.5),"
759,LACS,101\-1,Intro To Latin American Studies,TuTh,14:30:00,15:45:00,Robert Goddard,3.2,1.6,"('LACS','101\-1','Intro To Latin American Studies','TuTh','14:30:00','15:45:00','Robert Goddard',3.2,1.6),"
760,LACS,190\-1,Freshman Seminar Latin American and Caribbean Studies,W,13:00:00,15:45:00,Tiphanie Yanique,5,4,"('LACS','190\-1','Freshman Seminar Latin American and Caribbean Studies','W','13:00:00','15:45:00','Tiphanie Yanique',5.0,4.0),"
761,LACS,263W\-1,Plantation to Postcolonial,TuTh,8:30:00,9:45:00,Robert Goddard,3.2,1.6,"('LACS','263W\-1','Plantation to Postcolonial','TuTh','08:30:00','09:45:00','Robert Goddard',3.2,1.6),"
762,LACS,270\-1,Topics Latin Americn Issues,TuTh,13:00:00,14:15:00,Adriana Chira,5,2.7,"('LACS','270\-1','Topics Latin Americn Issues','TuTh','13:00:00','14:15:00','Adriana Chira',5.0,2.7),"
763,LACS,385\-1,Special Topics in Latin American and Caribbean Studies,MW,13:00:00,14:15:00,Aisha Finch,3.5,2.5,"('LACS','385\-1','Special Topics in Latin American and Caribbean Studies','MW','13:00:00','14:15:00','Aisha Finch',3.5,2.5),"
764,LACS,385\-2,Special Topics in Latin American and Caribbean Studies,W,16:00:00,18:45:00,Not Listed,3.5,2.5,"('LACS','385\-2','Special Topics in Latin American and Caribbean Studies','W','16:00:00','18:45:00','Not Listed',3.5,2.5),"
765,LACS,409\-1,Medical Discourse in Latin America,TuTh,10:00:00,11:15:00,Xochiquetzal MarsilliVargas,3.5,2.5,"('LACS','409\-1','Medical Discourse in Latin America','TuTh','10:00:00','11:15:00','Xochiquetzal MarsilliVargas',3.5,2.5),"
766,LACS,421W\-1,Mexican National Cinema,TuTh,13:00:00,14:15:00,Monica Blizzard,3.5,2.5,"('LACS','421W\-1','Mexican National Cinema','TuTh','13:00:00','14:15:00','Monica Blizzard',3.5,2.5),"
767,ANT,101\-1,Introduction To Anthropology,TuTh,13:00:00,14:15:00,John Lindo,4.5,2.6,"('ANT','101\-1','Introduction To Anthropology','TuTh','13:00:00','14:15:00','John Lindo',4.5,2.6),"
768,ANT,185\-1,Anthropology Special Topics,MW,11:30:00,12:45:00,Sandra Blakely,4,3.3,"('ANT','185\-1','Anthropology Special Topics','MW','11:30:00','12:45:00','Sandra Blakely',4.0,3.3),"
769,ANT,190\-1,Freshman SeminarAnthropology,MW,8:30:00,9:45:00,Craig Hadley,3.5,2.5,"('ANT','190\-1','Freshman SeminarAnthropology','MW','08:30:00','09:45:00','Craig Hadley',3.5,2.5),"
770,ANT,190\-2,Freshman SeminarAnthropology,MW,10:00:00,11:15:00,Debra Vidali,3.5,2.5,"('ANT','190\-2','Freshman SeminarAnthropology','MW','10:00:00','11:15:00','Debra Vidali',3.5,2.5),"
771,ANT,200\-1,Foundations of Behavior,TuTh,11:30:00,12:45:00,Elizabeth Lonsdorf,3.5,2.5,"('ANT','200\-1','Foundations of Behavior','TuTh','11:30:00','12:45:00','Elizabeth Lonsdorf',3.5,2.5),"
772,ANT,201\-L1,Concepts And Methods in Biol Anth,M,13:00:00,14:15:00,Not Listed,3.5,2.5,"('ANT','201\-L1','Concepts And Methods in Biol Anth','M','13:00:00','14:15:00','Not Listed',3.5,2.5),"
773,ANT,201\-L2,Concepts And Methods in Biol Anth,Tu,11:30:00,12:45:00,Not Listed,3.5,2.5,"('ANT','201\-L2','Concepts And Methods in Biol Anth','Tu','11:30:00','12:45:00','Not Listed',3.5,2.5),"
774,ANT,201\-L3,Concepts And Methods in Biol Anth,F,10:00:00,11:15:00,Not Listed,3.5,2.5,"('ANT','201\-L3','Concepts And Methods in Biol Anth','F','10:00:00','11:15:00','Not Listed',3.5,2.5),"
775,ANT,201\-L4,Concepts And Methods in Biol Anth,F,13:00:00,14:15:00,Not Listed,3.5,2.5,"('ANT','201\-L4','Concepts And Methods in Biol Anth','F','13:00:00','14:15:00','Not Listed',3.5,2.5),"
776,ANT,201\-1,Concepts And Methods in Biol Anth,TuTh,10:00:00,11:15:00,Not Listed,3.5,2.5,"('ANT','201\-1','Concepts And Methods in Biol Anth','TuTh','10:00:00','11:15:00','Not Listed',3.5,2.5),"
777,ANT,202\-D1,Concepts and Methods in Cultural Anthropology,F,11:30:00,12:45:00,Not Listed,3.5,2.5,"('ANT','202\-D1','Concepts and Methods in Cultural Anthropology','F','11:30:00','12:45:00','Not Listed',3.5,2.5),"
778,ANT,202\-D2,Concepts and Methods in Cultural Anthropology,F,14:30:00,15:45:00,Not Listed,3.5,2.5,"('ANT','202\-D2','Concepts and Methods in Cultural Anthropology','F','14:30:00','15:45:00','Not Listed',3.5,2.5),"
779,ANT,202\-1,Concepts and Methods in Cultural Anthropology,MW,10:00:00,11:15:00,Kristin Phillips,5,2.5,"('ANT','202\-1','Concepts and Methods in Cultural Anthropology','MW','10:00:00','11:15:00','Kristin Phillips',5.0,2.5),"
780,ANT,202\-2,Concepts and Methods in Cultural Anthropology,MW,11:30:00,12:45:00,Kristin Phillips,5,2.5,"('ANT','202\-2','Concepts and Methods in Cultural Anthropology','MW','11:30:00','12:45:00','Kristin Phillips',5.0,2.5),"
781,ANT,203\-1,Foundations of Linguistics,TuTh,11:30:00,12:45:00,Not Listed,3.5,2.5,"('ANT','203\-1','Foundations of Linguistics','TuTh','11:30:00','12:45:00','Not Listed',3.5,2.5),"
782,ANT,203\-2,Foundations of Linguistics,F,13:00:00,14:15:00,Not Listed,3.5,2.5,"('ANT','203\-2','Foundations of Linguistics','F','13:00:00','14:15:00','Not Listed',3.5,2.5),"
783,ANT,205\-1,Foundations of Global Health,TuTh,14:30:00,15:45:00,Rachel HallClifford,3.5,2.5,"('ANT','205\-1','Foundations of Global Health','TuTh','14:30:00','15:45:00','Rachel HallClifford',3.5,2.5),"
784,ANT,207\-1,Foundation Development Studies,TuTh,13:00:00,14:15:00,Peter Little,0,0,"('ANT','207\-1','Foundation Development Studies','TuTh','13:00:00','14:15:00','Peter Little',0.0,0.0),"
785,ANT,258\-1,Anthropology of the Jews,TuTh,10:00:00,11:15:00,Don Seeman,3.5,2.5,"('ANT','258\-1','Anthropology of the Jews','TuTh','10:00:00','11:15:00','Don Seeman',3.5,2.5),"
786,ANT,285\-1,Anthropology Special Topics,TuTh,16:00:00,17:15:00,Devaka Premawardhana,4.8,1.4,"('ANT','285\-1','Anthropology Special Topics','TuTh','16:00:00','17:15:00','Devaka Premawardhana',4.8,1.4),"
787,ANT,285\-2,Anthropology Special Topics,TuTh,11:30:00,12:45:00,Petra Creamer,3.5,2.5,"('ANT','285\-2','Anthropology Special Topics','TuTh','11:30:00','12:45:00','Petra Creamer',3.5,2.5),"
788,ANT,302\-1,Primate Behavior  Ecology,MW,10:00:00,11:15:00,Marcela Benitez,3.5,2.5,"('ANT','302\-1','Primate Behavior  Ecology','MW','10:00:00','11:15:00','Marcela Benitez',3.5,2.5),"
789,ANT,311\-1,Nutritional Anthropology,MW,13:00:00,14:15:00,Craig Hadley,3.5,2.5,"('ANT','311\-1','Nutritional Anthropology','MW','13:00:00','14:15:00','Craig Hadley',3.5,2.5),"
790,ANT,325\-1,Language Gender and Sexuality,TuTh,13:00:00,14:15:00,Not Listed,3.5,2.5,"('ANT','325\-1','Language Gender and Sexuality','TuTh','13:00:00','14:15:00','Not Listed',3.5,2.5),"
791,ANT,339\-1,Defining Health Biocultural Perspectives,TuTh,13:00:00,14:15:00,Michelle Lampl,3.5,2.5,"('ANT','339\-1','Defining Health Biocultural Perspectives','TuTh','13:00:00','14:15:00','Michelle Lampl',3.5,2.5),"
792,ANT,349\-1,Food Health and Society,MW,8:30:00,9:45:00,Cassandra Quave,3.5,2.5,"('ANT','349\-1','Food Health and Society','MW','08:30:00','09:45:00','Cassandra Quave',3.5,2.5),"
793,ANT,351W\-1,Sustainable DevAnthro Perspective,TuTh,16:00:00,17:15:00,David Nugent,3.5,2.5,"('ANT','351W\-1','Sustainable DevAnthro Perspective','TuTh','16:00:00','17:15:00','David Nugent',3.5,2.5),"
794,ANT,385\-1,Special Topics Anthropology,TuTh,11:30:00,12:45:00,Katy Lindquist,3.5,2.5,"('ANT','385\-1','Special Topics Anthropology','TuTh','11:30:00','12:45:00','Katy Lindquist',3.5,2.5),"
795,ANT,385\-2,Special Topics Anthropology,TuTh,14:30:00,15:45:00,Sasha Tycko,3.5,2.5,"('ANT','385\-2','Special Topics Anthropology','TuTh','14:30:00','15:45:00','Sasha Tycko',3.5,2.5),"
796,ANT,391\-1,Law Discipline and Justice,MW,16:00:00,17:15:00,Michael Peletz,3.9,3.7,"('ANT','391\-1','Law Discipline and Justice','MW','16:00:00','17:15:00','Michael Peletz',3.9,3.7),"
797,ANT,455W\-1,Current Issues in Primatology,W,14:30:00,17:15:00,Marcela Benitez,3.5,2.5,"('ANT','455W\-1','Current Issues in Primatology','W','14:30:00','17:15:00','Marcela Benitez',3.5,2.5),"
798,ANT,499W\-1,Capstone Seminar Why Anthropology Matters,MW,11:30:00,12:45:00,Anna Grimshaw,1,4,"('ANT','499W\-1','Capstone Seminar Why Anthropology Matters','MW','11:30:00','12:45:00','Anna Grimshaw',1.0,4.0),"
799,ANT,500\-1,Proseminar in Anthropology,Tu,16:00:00,18:45:00,Peter Little,0,0,"('ANT','500\-1','Proseminar in Anthropology','Tu','16:00:00','18:45:00','Peter Little',0.0,0.0),"
800,ANT,506\-1,Culture And Power,W,18:00:00,20:45:00,David Nugent,3.5,2.5,"('ANT','506\-1','Culture And Power','W','18:00:00','20:45:00','David Nugent',3.5,2.5),"
801,ANT,510\-1,Medical Anthropology,Tu,13:00:00,15:45:00,Chikako Silva,3.5,2.5,"('ANT','510\-1','Medical Anthropology','Tu','13:00:00','15:45:00','Chikako Silva',3.5,2.5),"
802,ANT,555R\-1,Research Seminar in Biological Anthropology,Th,16:00:00,17:15:00,Not Listed,3.5,2.5,"('ANT','555R\-1','Research Seminar in Biological Anthropology','Th','16:00:00','17:15:00','Not Listed',3.5,2.5),"
803,ANT,585\-1,Spec Tops Anthropology,W,14:30:00,17:15:00,Marcela Benitez,3.5,2.5,"('ANT','585\-1','Spec Tops Anthropology','W','14:30:00','17:15:00','Marcela Benitez',3.5,2.5),"
804,ANT,585\-2,Spec Tops Anthropology,Tu,14:30:00,17:30:00,Malinda Lowery,3.5,2.5,"('ANT','585\-2','Spec Tops Anthropology','Tu','14:30:00','17:30:00','Malinda Lowery',3.5,2.5),"
805,ANT,585\-3,Spec Tops Anthropology,Th,14:30:00,17:30:00,Thomas Rogers,4.4,3.3,"('ANT','585\-3','Spec Tops Anthropology','Th','14:30:00','17:30:00','Thomas Rogers',4.4,3.3),"
806,ANT,585\-4,Spec Tops Anthropology,TuTh,13:00:00,14:15:00,Dietrich Stout,0,0,"('ANT','585\-4','Spec Tops Anthropology','TuTh','13:00:00','14:15:00','Dietrich Stout',0.0,0.0),"
807,ANTH,265QW\-1,Anthropology of Gender,MW,14:30:00,15:45:00,Alicia DeNicola,3.5,2.5,"('ANTH','265QW\-1','Anthropology of Gender','MW','14:30:00','15:45:00','Alicia DeNicola',3.5,2.5),"
808,GER,101\-1,Elementary German I,TuTh,8:30:00,9:45:00,Not Listed,3.5,2.5,"('GER','101\-1','Elementary German I','TuTh','08:30:00','09:45:00','Not Listed',3.5,2.5),"
809,GER,101\-2,Elementary German I,TuTh,10:00:00,11:15:00,Not Listed,3.5,2.5,"('GER','101\-2','Elementary German I','TuTh','10:00:00','11:15:00','Not Listed',3.5,2.5),"
810,GER,101\-3,Elementary German I,TuTh,11:30:00,12:45:00,Peter Hoeyng,4.2,2.8,"('GER','101\-3','Elementary German I','TuTh','11:30:00','12:45:00','Peter Hoeyng',4.2,2.8),"
811,GER,101\-4,Elementary German I,MW,13:00:00,14:15:00,Not Listed,3.5,2.5,"('GER','101\-4','Elementary German I','MW','13:00:00','14:15:00','Not Listed',3.5,2.5),"
812,GER,101\-5,Elementary German I,MW,11:30:00,12:45:00,Frank Voigt,3.5,2.5,"('GER','101\-5','Elementary German I','MW','11:30:00','12:45:00','Frank Voigt',3.5,2.5),"
813,GER,190\-1,Freshman Seminar,TuTh,10:00:00,11:15:00,Paul Buchholz,4.8,3,"('GER','190\-1','Freshman Seminar','TuTh','10:00:00','11:15:00','Paul Buchholz',4.8,3.0),"
814,GER,192R\-1,Beginning Conversation,W,13:00:00,14:15:00,Not Listed,3.5,2.5,"('GER','192R\-1','Beginning Conversation','W','13:00:00','14:15:00','Not Listed',3.5,2.5),"
