id,course_code_char,course_code_num,course_name,days,start_time,end_time,professor,professor_rate,professor_lev_diff,sql_text
265,CS,385,Topics in Computer Science: Research Practicum in AI,MW,11:30:00,12:45:00,J. Choi,4.5,3.8,"('CS',385,'Topics in Computer Science: Research Practicum in AI','MW','11:30:00','12:45:00','J. Choi',4.5,3.8),"
266,CS,485,Topics in Computer Science: Human AI Interaction,TTh,16:00:00,17:15:00,C. Kulkarni,3,2.4,"('CS',485,'Topics in Computer Science: Human AI Interaction','TTh','16:00:00','17:15:00','C. Kulkarni',3.0,2.4),"
267,CS,485,Topics in Computer Science: Information Visualization,MW,11:30:00,12:45:00,E. Wall,3,2.4,"('CS',485,'Topics in Computer Science: Information Visualization','MW','11:30:00','12:45:00','E. Wall',3.0,2.4),"
268,CS,526,Algorithms,TTh,13:00:00,14:15:00,M. Grigni,3,2.4,"('CS',526,'Algorithms','TTh','13:00:00','14:15:00','M. Grigni',3.0,2.4),"
269,CS,534,Machine Learning,TTh,11:30:00,12:45:00,J. Ho,3,2.4,"('CS',534,'Machine Learning','TTh','11:30:00','12:45:00','J. Ho',3.0,2.4),"
270,CS,551,Systems Programming,TTh,14:30:00,15:45:00,K. Mandelberg,2.2,3.7,"('CS',551,'Systems Programming','TTh','14:30:00','15:45:00','K. Mandelberg',2.2,3.7),"
271,CS,557,Artificial Intelligence,MW,10:00:00,11:15:00,E. Agichtein,3.5,4.2,"('CS',557,'Artificial Intelligence','MW','10:00:00','11:15:00','E. Agichtein',3.5,4.2),"
272,CS,571,Natural Language Processing,MW,17:30:00,18:45:00,F. Liu,3,2.4,"('CS',571,'Natural Language Processing','MW','17:30:00','18:45:00','F. Liu',3.0,2.4),"
273,CS,584,Topics In Computer Science: Human AI Interaction,TTh,16:00:00,17:15:00,C. Kulkarni,3,2.4,"('CS',584,'Topics In Computer Science: Human AI Interaction','TTh','16:00:00','17:15:00','C. Kulkarni',3.0,2.4),"
274,CS,584,Topics In Computer Science: Information Visualization,MW,11:30:00,12:45:00,E. Wall,3,2.4,"('CS',584,'Topics In Computer Science: Information Visualization','MW','11:30:00','12:45:00','E. Wall',3.0,2.4),"
275,CS,700,Graduate Seminar,F,10:00:00,11:15:00,V. Sunderam,3.7,3.2,"('CS',700,'Graduate Seminar','F','10:00:00','11:15:00','V. Sunderam',3.7,3.2),"
276,CS,799,Dissertation Research,F,11:30:00,12:45:00,V. Sunderam,3.7,3.2,"('CS',799,'Dissertation Research','F','11:30:00','12:45:00','V. Sunderam',3.7,3.2),"
277,DANC,123,Contemporary Modern Dance I (Introduction),TTh,14:30:00,15:45:00,K. O'Neal,5,2.5,"('DANC',123,'Contemporary Modern Dance I (Introduction)','TTh','14:30:00','15:45:00','K. O'Neal',5.0,2.5),"
278,DANC,124,Jazz Dance I (Introduction),MW,13:00:00,14:15:00,T. Myers,5,1.2,"('DANC',124,'Jazz Dance I (Introduction)','MW','13:00:00','14:15:00','T. Myers',5.0,1.2),"
279,DANC,190,"Freshman Seminar: Contemplate, Create, Debate",MW,11:30:00,12:45:00,G. Staib,3,2.4,"('DANC',190,'Freshman Seminar: Contemplate, Create, Debate','MW','11:30:00','12:45:00','G. Staib',3.0,2.4),"
280,DANC,212,Topics in Dance Technique: Javanese Dance,MW,16:00:00,17:15:00,M. Ishiguro,3,2.4,"('DANC',212,'Topics in Dance Technique: Javanese Dance','MW','16:00:00','17:15:00','M. Ishiguro',3.0,2.4),"
281,DANC,215,Kuchipudi,MW,10:00:00,11:15:00,S. Penumarthi,3,2.4,"('DANC',215,'Kuchipudi','MW','10:00:00','11:15:00','S. Penumarthi',3.0,2.4),"
282,DANC,221,Ballet Dance II (Advanced Beginning),TTh,10:00:00,11:15:00,G. Staib,3,2.4,"('DANC',221,'Ballet Dance II (Advanced Beginning)','TTh','10:00:00','11:15:00','G. Staib',3.0,2.4),"
283,DANC,222,Hip-Hop beginning/intermediate,TTh,14:30:00,15:45:00,J. Medina,4.1,2.8,"('DANC',222,'Hip-Hop beginning/intermediate','TTh','14:30:00','15:45:00','J. Medina',4.1,2.8),"
284,DANC,223,Contemporary Modern Dance II (Advanced Beginning),MW,11:30:00,12:45:00,K. O'Neal,5,2.5,"('DANC',223,'Contemporary Modern Dance II (Advanced Beginning)','MW','11:30:00','12:45:00','K. O'Neal',5.0,2.5),"
285,DANC,224,Jazz Dance II (Advanced Beginning),MW,14:30:00,15:45:00,T. Myers,5,1.2,"('DANC',224,'Jazz Dance II (Advanced Beginning)','MW','14:30:00','15:45:00','T. Myers',5.0,1.2),"
286,DANC,226,Topics in Somatic Practices: Pilates,MW,10:00:00,11:15:00,M. Mandradjieff,3,2.4,"('DANC',226,'Topics in Somatic Practices: Pilates','MW','10:00:00','11:15:00','M. Mandradjieff',3.0,2.4),"
287,DANC,226,Topics in Somatic Practices: Applied Yoga,TTh,14:30:00,15:45:00,Staff,3,2.4,"('DANC',226,'Topics in Somatic Practices: Applied Yoga','TTh','14:30:00','15:45:00','Staff',3.0,2.4),"
288,DANC,228,Hip-Hop Dance and Identity,TTh,13:00:00,14:15:00,J. Medina,4.1,2.8,"('DANC',228,'Hip-Hop Dance and Identity','TTh','13:00:00','14:15:00','J. Medina',4.1,2.8),"
289,DANC,243,Arts Administration,F,13:00:00,15:45:00,A. Fristoe,4.7,1.4,"('DANC',243,'Arts Administration','F','13:00:00','15:45:00','A. Fristoe',4.7,1.4),"
290,DANC,250,Choreography I,MW,16:00:00,17:15:00,G. Catellier,3,2.4,"('DANC',250,'Choreography I','MW','16:00:00','17:15:00','G. Catellier',3.0,2.4),"
291,DANC,321,Ballet Dance III (Intermediate),TTh,11:30:00,12:45:00,M. Mandradjieff,3,2.4,"('DANC',321,'Ballet Dance III (Intermediate)','TTh','11:30:00','12:45:00','M. Mandradjieff',3.0,2.4),"
292,DANC,322,Hip-Hop intermediate/advanced,TTh,16:00:00,17:15:00,J. Medina,4.1,2.8,"('DANC',322,'Hip-Hop intermediate/advanced','TTh','16:00:00','17:15:00','J. Medina',4.1,2.8),"
293,DANC,323,Contemporary Modern Dance III (Intermediate),MWF,13:00:00,14:15:00,G. Staib,3,2.4,"('DANC',323,'Contemporary Modern Dance III (Intermediate)','MWF','13:00:00','14:15:00','G. Staib',3.0,2.4),"
294,DANC,324,Jazz Dance III (Intermediate),MW,16:00:00,17:15:00,T. Myers,5,1.2,"('DANC',324,'Jazz Dance III (Intermediate)','MW','16:00:00','17:15:00','T. Myers',5.0,1.2),"
295,DANC,329,"Art as Work: Self, Community, and Practice",MW,11:30:00,12:45:00,S. Radell,4,2,"('DANC',329,'Art as Work: Self, Community, and Practice','MW','11:30:00','12:45:00','S. Radell',4.0,2.0),"
296,DANC,330,Dance Pedagogy,TTh,10:00:00,11:15:00,L. Teague,3,3,"('DANC',330,'Dance Pedagogy','TTh','10:00:00','11:15:00','L. Teague',3.0,3.0),"
297,DANC,385,"Spec Topics:Dance & Mvmnt Studies: Sex, Power, and Ballet",MW,13:00:00,14:15:00,M. Mandradjieff,3,2.4,"('DANC',385,'Spec Topics:Dance & Mvmnt Studies: Sex, Power, and Ballet','MW','13:00:00','14:15:00','M. Mandradjieff',3.0,2.4),"
298,DANC,421,Ballet Dance IV (Advanced),TTh,13:00:00,14:15:00,M. Mandradjieff,3,2.4,"('DANC',421,'Ballet Dance IV (Advanced)','TTh','13:00:00','14:15:00','M. Mandradjieff',3.0,2.4),"
299,DANC,423,Contemporary Modern Dance IV (Advanced),MWF,14:30:00,15:45:00,G. Staib,3,2.4,"('DANC',423,'Contemporary Modern Dance IV (Advanced)','MWF','14:30:00','15:45:00','G. Staib',3.0,2.4),"
300,DANC,492,Spec Proj:Technical Production,F,11:30:00,12:45:00,G. Catellier,3,2.4,"('DANC',492,'Spec Proj:Technical Production','F','11:30:00','12:45:00','G. Catellier',3.0,2.4),"
301,DPT,953,Preceptorship: Neuroscience,TWTh,10:00:00,12:00:00,Team,3,2.4,"('DPT',953,'Preceptorship: Neuroscience','TWTh','10:00:00','12:00:00','Team',3.0,2.4),"
302,EAS,190,Freshmen Seminar: East Asian Buddhist Lit/Gender,TTh,8:30:00,9:45:00,C. Crowley,3.7,2.3,"('EAS',190,'Freshmen Seminar: East Asian Buddhist Lit/Gender','TTh','08:30:00','09:45:00','C. Crowley',3.7,2.3),"
303,EAS,228,Asian American History,TTh,16:00:00,17:15:00,C. Suh,5,2.4,"('EAS',228,'Asian American History','TTh','16:00:00','17:15:00','C. Suh',5.0,2.4),"
304,EAS,250,Introduction to East Asian Studies,MW,11:30:00,12:45:00,H. Cho,3,2.4,"('EAS',250,'Introduction to East Asian Studies','MW','11:30:00','12:45:00','H. Cho',3.0,2.4),"
305,EAS,260,East Asia: 1500 to Present,MW,13:00:00,14:15:00,Andrade/Cho,4.6,3,"('EAS',260,'East Asia: 1500 to Present','MW','13:00:00','14:15:00','Andrade/Cho',4.6,3.0),"
306,EAS,317,East Asian Buddhism,MW,13:00:00,14:15:00,W. Wu,3,2.4,"('EAS',317,'East Asian Buddhism','MW','13:00:00','14:15:00','W. Wu',3.0,2.4),"
307,EAS,450,Seminar in East Asian Studies,MW,14:30:00,15:45:00,G. Chen,3,2.4,"('EAS',450,'Seminar in East Asian Studies','MW','14:30:00','15:45:00','G. Chen',3.0,2.4),"
308,ECON,190,Freshman Seminar:Economics: Economics of Systemic Racism,TTh,14:30:00,15:45:00,D. McMillon,3,2.4,"('ECON',190,'Freshman Seminar:Economics: Economics of Systemic Racism','TTh','14:30:00','15:45:00','D. McMillon',3.0,2.4),"
309,ECON,190,Freshman Seminar:Economics: Economics of Money Laundering,MW,10:00:00,11:15:00,M. Ayogu,3,2.4,"('ECON',190,'Freshman Seminar:Economics: Economics of Money Laundering','MW','10:00:00','11:15:00','M. Ayogu',3.0,2.4),"
310,ECON,231,Introduction to Global Trade and Finance,MW,8:30:00,9:45:00,T. Smith,3.9,3,"('ECON',231,'Introduction to Global Trade and Finance','MW','08:30:00','09:45:00','T. Smith',3.9,3.0),"
311,ECON,309,Contemporary Economic Issues,MWF,10:00:00,10:50:00,K. Mukhopadhaya,3,2.4,"('ECON',309,'Contemporary Economic Issues','MWF','10:00:00','10:50:00','K. Mukhopadhaya',3.0,2.4),"
312,ECON,310,Experimental Economics,TTh,8:30:00,9:45:00,K. Lanier,3,2.4,"('ECON',310,'Experimental Economics','TTh','08:30:00','09:45:00','K. Lanier',3.0,2.4),"
313,ECON,333,Financial Economics,TTh,13:00:00,14:15:00,Staff,3,2.4,"('ECON',333,'Financial Economics','TTh','13:00:00','14:15:00','Staff',3.0,2.4),"
314,ECON,365,Environmental Economics and Policy,MW,13:00:00,14:15:00,F. Hasin,3,2.4,"('ECON',365,'Environmental Economics and Policy','MW','13:00:00','14:15:00','F. Hasin',3.0,2.4),"
315,ECON,366,Development Issues for Africa,MW,14:30:00,15:45:00,M. Ayogu,3,2.4,"('ECON',366,'Development Issues for Africa','MW','14:30:00','15:45:00','M. Ayogu',3.0,2.4),"
316,ECON,371,Health Economics,TTh,14:30:00,15:45:00,S. Markowitz,3.8,2.3,"('ECON',371,'Health Economics','TTh','14:30:00','15:45:00','S. Markowitz',3.8,2.3),"
317,ECON,372,Health Care Markets,MW,10:00:00,11:15:00,I. McCarthy,3,2.4,"('ECON',372,'Health Care Markets','MW','10:00:00','11:15:00','I. McCarthy',3.0,2.4),"
318,ECON,385,Special Topics in Economics: Pol.Econ.of M.East & N.Africa,TTh,17:30:00,18:45:00,S. Cherribi,4,2.3,"('ECON',385,'Special Topics in Economics: Pol.Econ.of M.East & N.Africa','TTh','17:30:00','18:45:00','S. Cherribi',4.0,2.3),"
319,ECON,400,Managerial Economics,TTh,14:30:00,15:45:00,M. Arbatskaya,3.3,3.5,"('ECON',400,'Managerial Economics','TTh','14:30:00','15:45:00','M. Arbatskaya',3.3,3.5),"
320,ECON,410,Topics In Macroeconomics,MW,17:30:00,18:45:00,L. Fang,4,3,"('ECON',410,'Topics In Macroeconomics','MW','17:30:00','18:45:00','L. Fang',4.0,3.0),"
321,ECON,411,Money & Banking,TTh,11:30:00,12:45:00,S. Tschinkel,1.8,4.7,"('ECON',411,'Money & Banking','TTh','11:30:00','12:45:00','S. Tschinkel',1.8,4.7),"
322,ECON,415,Behavioral Economics & Finance,MW,19:00:00,20:15:00,J. Kim,4,3.2,"('ECON',415,'Behavioral Economics & Finance','MW','19:00:00','20:15:00','J. Kim',4.0,3.2),"
323,ECON,422,Economic Forecasting,MW,10:00:00,11:15:00,S. Mialon,3.7,3.9,"('ECON',422,'Economic Forecasting','MW','10:00:00','11:15:00','S. Mialon',3.7,3.9),"
324,ECON,425,Mathematical Economics,TTh,10:00:00,11:15:00,Powers/Cho,3,2.4,"('ECON',425,'Mathematical Economics','TTh','10:00:00','11:15:00','Powers/Cho',3.0,2.4),"
325,ECON,431,International Trade,MW,11:30:00,12:45:00,N. Lind,2.1,3.6,"('ECON',431,'International Trade','MW','11:30:00','12:45:00','N. Lind',2.1,3.6),"
326,ECON,433,Advanced Financial Markets,MW,10:00:00,11:15:00,C. Fohlin,3,2.4,"('ECON',433,'Advanced Financial Markets','MW','10:00:00','11:15:00','C. Fohlin',3.0,2.4),"
327,ECON,446,Housing and Mortgage Markets,MW,14:30:00,15:45:00,Staff,3,2.4,"('ECON',446,'Housing and Mortgage Markets','MW','14:30:00','15:45:00','Staff',3.0,2.4),"
328,ECON,485,Advanced Topics in Economics: Transfer Pricing,MW,16:00:00,17:15:00,K. Robinson,4,3.7,"('ECON',485,'Advanced Topics in Economics: Transfer Pricing','MW','16:00:00','17:15:00','K. Robinson',4.0,3.7),"
329,ECON,495,Honors Seminar,F,8:30:00,11:15:00,S. O'Connell,5,3.7,"('ECON',495,'Honors Seminar','F','08:30:00','11:15:00','S. O'Connell',5.0,3.7),"
330,ECON,499,Undergraduate Research in Economics,TTh,16:00:00,17:15:00,C. Fohlin,3,2.4,"('ECON',499,'Undergraduate Research in Economics','TTh','16:00:00','17:15:00','C. Fohlin',3.0,2.4),"
331,ECON,600,Microeconomic Theory I,TTh,10:00:00,11:15:00,T. Kim,3,2.4,"('ECON',600,'Microeconomic Theory I','TTh','10:00:00','11:15:00','T. Kim',3.0,2.4),"
332,ECON,610,Macroeconomic Theory I,MW,14:30:00,15:45:00,V. Yue,3,2.4,"('ECON',610,'Macroeconomic Theory I','MW','14:30:00','15:45:00','V. Yue',3.0,2.4),"
333,ECON,620,Probability Theory and Statistical Inference,MW,13:00:00,14:15:00,E. Pesavento,3,2.4,"('ECON',620,'Probability Theory and Statistical Inference','MW','13:00:00','14:15:00','E. Pesavento',3.0,2.4),"
334,ECON,622,Econometric Methods II,TTh,8:30:00,9:45:00,Z. Fang,3,2.4,"('ECON',622,'Econometric Methods II','TTh','08:30:00','09:45:00','Z. Fang',3.0,2.4),"
335,ECON,693,Teaching Economics,MW,11:30:00,12:45:00,J. Kim,4,3.2,"('ECON',693,'Teaching Economics','MW','11:30:00','12:45:00','J. Kim',4.0,3.2),"
336,ECON,711,Monetary/Financial Economics,TTh,16:00:00,17:15:00,Staff,3,2.4,"('ECON',711,'Monetary/Financial Economics','TTh','16:00:00','17:15:00','Staff',3.0,2.4),"
337,ECON,720,Topics in Macroeconomics and Finance,MW,16:00:00,17:15:00,Staff,3,2.4,"('ECON',720,'Topics in Macroeconomics and Finance','MW','16:00:00','17:15:00','Staff',3.0,2.4),"
338,ECON,725,Computer Programming & Data Management in Economics,MW,8:30:00,9:45:00,D. Jacho-Chavez,3,4,"('ECON',725,'Computer Programming & Data Management in Economics','MW','08:30:00','09:45:00','D. Jacho-Chavez',3.0,4.0),"
339,ECON,761,Mrkt Struct & Imperfct Competition,TTh,14:30:00,15:45:00,I. Cho,3,2.4,"('ECON',761,'Mrkt Struct & Imperfct Competition','TTh','14:30:00','15:45:00','I. Cho',3.0,2.4),"
340,ECON,770,Health Economics I,TTh,10:00:00,11:15:00,S. Markowitz,3.8,2.3,"('ECON',770,'Health Economics I','TTh','10:00:00','11:15:00','S. Markowitz',3.8,2.3),"
341,ECS,102,The Liberal Arts Edge,T,15:00:00,15:50:00,R. Clarke,4.8,3.1,"('ECS',102,'The Liberal Arts Edge','T','15:00:00','15:50:00','R. Clarke',4.8,3.1),"
342,ECS,201,Emory Edge: Transfers,F,11:00:00,11:50:00,Rego/Clark,2.3,4.1,"('ECS',201,'Emory Edge: Transfers','F','11:00:00','11:50:00','Rego/Clark',2.3,4.1),"
343,ECS,300,Honor Council Practicum,M,17:30:00,19:15:00,Ciejka/Wilson,4.4,2.9,"('ECS',300,'Honor Council Practicum','M','17:30:00','19:15:00','Ciejka/Wilson',4.4,2.9),"
344,ECS,400,Honor Council Advanced Practicum,M,17:30:00,19:15:00,Ciejka/Wilson,4.4,2.9,"('ECS',400,'Honor Council Advanced Practicum','M','17:30:00','19:15:00','Ciejka/Wilson',4.4,2.9),"
345,EH,501,Introduction to Environmental Health,W,10:00:00,11:50:00,M. Freeman,3,2.4,"('EH',501,'Introduction to Environmental Health','W','10:00:00','11:50:00','M. Freeman',3.0,2.4),"
346,EH,520,Human Toxicology,TTh,10:00:00,11:20:00,W. Caudle,3,2.4,"('EH',520,'Human Toxicology','TTh','10:00:00','11:20:00','W. Caudle',3.0,2.4),"
347,EH,524,Risk Assessment,M,17:00:00,18:50:00,T. Frederick,3,2.4,"('EH',524,'Risk Assessment','M','17:00:00','18:50:00','T. Frederick',3.0,2.4),"
348,EH,528,"The Environment, 'Omics and Health",M,10:00:00,11:50:00,T. Everson,3,2.4,"('EH',528,'The Environment, 'Omics and Health','M','10:00:00','11:50:00','T. Everson',3.0,2.4),"
349,EH,580,Injury Prevention And Control,W,15:00:00,16:50:00,Dawson/Head,3,2.4,"('EH',580,'Injury Prevention And Control','W','15:00:00','16:50:00','Dawson/Head',3.0,2.4),"
350,EH,581,Public Health Consequences of Disasters,W,17:00:00,18:50:00,Kruger/Schnall,3,2.4,"('EH',581,'Public Health Consequences of Disasters','W','17:00:00','18:50:00','Kruger/Schnall',3.0,2.4),"
351,EH,582,Global Climate Change: Health Impacts and Response,M,10:00:00,11:50:00,N. Scovronick,3,2.4,"('EH',582,'Global Climate Change: Health Impacts and Response','M','10:00:00','11:50:00','N. Scovronick',3.0,2.4),"
352,EH,584,Built Environment and Public Health,F,11:00:00,12:55:00,A. Rao,3,2.4,"('EH',584,'Built Environment and Public Health','F','11:00:00','12:55:00','A. Rao',3.0,2.4),"
353,EH,590,Environmental Health Seminar: Methods for Environm.Mixtures,T,15:00:00,16:50:00,S. Eick,3,2.4,"('EH',590,'Environmental Health Seminar: Methods for Environm.Mixtures','T','15:00:00','16:50:00','S. Eick',3.0,2.4),"
354,EH,590,Environmental Health Seminar: Tropical Environmental Health,TTh,17:00:00,18:50:00,T. CLASEN,3,2.4,"('EH',590,'Environmental Health Seminar: Tropical Environmental Health','TTh','17:00:00','18:50:00','T. CLASEN',3.0,2.4),"
355,EH,591,Integrated Learning Experience in Environmental Health: Part 1,W,10:00:00,11:50:00,Salamova/Ebelt,3,2.4,"('EH',591,'Integrated Learning Experience in Environmental Health: Part 1','W','10:00:00','11:50:00','Salamova/Ebelt',3.0,2.4),"
356,EHS,730,Computational Systems Biology: Modeling Biological Responses,Th,13:00:00,14:50:00,Q. Zhang,3,2.4,"('EHS',730,'Computational Systems Biology: Modeling Biological Responses','Th','13:00:00','14:50:00','Q. Zhang',3.0,2.4),"
357,EHS,747,Advanced Environmental Epidemiology,W,13:00:00,14:50:00,K. Steenland,3,2.4,"('EHS',747,'Advanced Environmental Epidemiology','W','13:00:00','14:50:00','K. Steenland',3.0,2.4),"
358,EHS,790,Research Design and Management,M,9:00:00,9:50:00,W. Caudle,3,2.4,"('EHS',790,'Research Design and Management','M','09:00:00','09:50:00','W. Caudle',3.0,2.4),"
359,ENG,150,Great Works of Literature,MW,13:00:00,14:15:00,S. Cavanagh,3,2.4,"('ENG',150,'Great Works of Literature','MW','13:00:00','14:15:00','S. Cavanagh',3.0,2.4),"
360,ENG,190,Freshman Seminar:English: Shakespearean Comedy &Misogyny,TTh,10:00:00,11:15:00,P. Cahill,3,2.4,"('ENG',190,'Freshman Seminar:English: Shakespearean Comedy &Misogyny','TTh','10:00:00','11:15:00','P. Cahill',3.0,2.4),"
361,ENG,190,Freshman Seminar:English: Law and Literature,TTh,8:30:00,9:45:00,E. Davenport,3,2.4,"('ENG',190,'Freshman Seminar:English: Law and Literature','TTh','08:30:00','09:45:00','E. Davenport',3.0,2.4),"
362,ENG,190,Freshman Seminar:English: Sherlocked,TTh,13:00:00,14:15:00,C. Nickerson,3,2.4,"('ENG',190,'Freshman Seminar:English: Sherlocked','TTh','13:00:00','14:15:00','C. Nickerson',3.0,2.4),"
363,ENG,250,American Literature:Beginnings to 1865,MW,10:00:00,11:15:00,E. Keme,3,2.4,"('ENG',250,'American Literature:Beginnings to 1865','MW','10:00:00','11:15:00','E. Keme',3.0,2.4),"
364,ENG,255,British Literature Before 1660,MWF,10:00:00,10:50:00,J. Morey,4.2,3.6,"('ENG',255,'British Literature Before 1660','MWF','10:00:00','10:50:00','J. Morey',4.2,3.6),"
365,ENG,261,Survey of African-American Literature Before 1900,TTh,8:30:00,9:45:00,V. Babb,5,4,"('ENG',261,'Survey of African-American Literature Before 1900','TTh','08:30:00','09:45:00','V. Babb',5.0,4.0),"
366,ENG,275,Intro.to Asian Am.Lit.Culture,MW,14:30:00,15:45:00,E. Kanesaka,3,2.4,"('ENG',275,'Intro.to Asian Am.Lit.Culture','MW','14:30:00','15:45:00','E. Kanesaka',3.0,2.4),"
367,ENG,290,Topics in Literary History: Hist.Blk Detection to beTaught,TTh,11:30:00,12:45:00,K. Joseph,3,2.4,"('ENG',290,'Topics in Literary History: Hist.Blk Detection to beTaught','TTh','11:30:00','12:45:00','K. Joseph',3.0,2.4),"
368,ENG,300,Old English Language and Literature,MW,8:30:00,9:45:00,J. Morey,4.2,3.6,"('ENG',300,'Old English Language and Literature','MW','08:30:00','09:45:00','J. Morey',4.2,3.6),"
369,ENG,311,Shakespeare,TTh,16:00:00,17:15:00,B. Krumm,3,2.4,"('ENG',311,'Shakespeare','TTh','16:00:00','17:15:00','B. Krumm',3.0,2.4),"
370,ENG,311,Shakespeare: Shakespeare - Text/Performance,MW,10:00:00,11:15:00,S. Cavanagh,3,2.4,"('ENG',311,'Shakespeare: Shakespeare - Text/Performance','MW','10:00:00','11:15:00','S. Cavanagh',3.0,2.4),"
371,ENG,314,Renaissance Literature: 1485-1603,MW,16:00:00,17:15:00,R. Knecht,4,2.9,"('ENG',314,'Renaissance Literature: 1485-1603','MW','16:00:00','17:15:00','R. Knecht',4.0,2.9),"
372,ENG,320,Restoration & Early18th Century LIiterature,TTh,10:00:00,11:15:00,P. Kelleher,3,2.4,"('ENG',320,'Restoration & Early18th Century LIiterature','TTh','10:00:00','11:15:00','P. Kelleher',3.0,2.4),"
373,ENG,336,The English Victorian Novel,TTh,11:30:00,12:45:00,E. Davenport,3,2.4,"('ENG',336,'The English Victorian Novel','TTh','11:30:00','12:45:00','E. Davenport',3.0,2.4),"
374,ENG,341,20th Century English Novel,TTh,10:00:00,11:15:00,E. Rosinberg,4.7,3.4,"('ENG',341,'20th Century English Novel','TTh','10:00:00','11:15:00','E. Rosinberg',4.7,3.4),"
375,ENG,355,20th Century American Novel,MW,16:00:00,17:15:00,M. Wright,3,2.4,"('ENG',355,'20th Century American Novel','MW','16:00:00','17:15:00','M. Wright',3.0,2.4),"
376,ENG,357,Southern Literature,TTh,11:30:00,12:45:00,B. Ladd,3,2.4,"('ENG',357,'Southern Literature','TTh','11:30:00','12:45:00','B. Ladd',3.0,2.4),"
377,ENG,359,Studies in African American Literature: 1900 to Present: AfAm.Literature & Pop. Culture,TTh,13:00:00,14:15:00,V. Babb,5,4,"('ENG',359,'Studies in African American Literature: 1900 to Present: AfAm.Literature & Pop. Culture','TTh','13:00:00','14:15:00','V. Babb',5.0,4.0),"
378,ENG,366,Topics in Contemporary Drama: Southern Plays,MW,16:00:00,17:15:00,Staff,3,2.4,"('ENG',366,'Topics in Contemporary Drama: Southern Plays','MW','16:00:00','17:15:00','Staff',3.0,2.4),"
379,ENG,368,Literature & Cultural Studies,TTh,14:30:00,15:45:00,J. Johnston,2.3,1.8,"('ENG',368,'Literature & Cultural Studies','TTh','14:30:00','15:45:00','J. Johnston',2.3,1.8),"
380,ENG,375,Topics Asian Am.Lit.& Culture: Asian American Women Writers,MW,13:00:00,14:15:00,E. Kanesaka,3,2.4,"('ENG',375,'Topics Asian Am.Lit.& Culture: Asian American Women Writers','MW','13:00:00','14:15:00','E. Kanesaka',3.0,2.4),"
381,ENG,381,Topics In Women's Literature,TTh,14:30:00,15:45:00,M. Suhr-Sytsma,4.5,3.4,"('ENG',381,'Topics In Women's Literature','TTh','14:30:00','15:45:00','M. Suhr-Sytsma',4.5,3.4),"
382,ENG,383,Studies In Women's Fiction: Contemporary Women Novelist,MW,13:00:00,14:15:00,M. Brownley,4,3.5,"('ENG',383,'Studies In Women's Fiction: Contemporary Women Novelist','MW','13:00:00','14:15:00','M. Brownley',4.0,3.5),"
383,ENG,383,Studies In Women's Fiction: Haunted Houses,TTh,11:30:00,12:45:00,C. Nickerson,3,2.4,"('ENG',383,'Studies In Women's Fiction: Haunted Houses','TTh','11:30:00','12:45:00','C. Nickerson',3.0,2.4),"
384,ENG,384,Criticism: Black Literary Theory,MW,11:30:00,12:45:00,B. Boyd,3,2.4,"('ENG',384,'Criticism: Black Literary Theory','MW','11:30:00','12:45:00','B. Boyd',3.0,2.4),"
385,ENG,385,Methods for Literary Research: Irish Literature & the Archive,MW,10:00:00,11:15:00,G. Higgins,3.4,2.8,"('ENG',385,'Methods for Literary Research: Irish Literature & the Archive','MW','10:00:00','11:15:00','G. Higgins',3.4,2.8),"
386,ENG,389,Special Topics: Literature: Practices of Reading,TTh,10:00:00,11:15:00,A. Bammer,3,2.4,"('ENG',389,'Special Topics: Literature: Practices of Reading','TTh','10:00:00','11:15:00','A. Bammer',3.0,2.4),"
387,ENG,389,Special Topics:Literature: Romantic Drama,MW,13:00:00,14:15:00,D. White,4.3,3.4,"('ENG',389,'Special Topics:Literature: Romantic Drama','MW','13:00:00','14:15:00','D. White',4.3,3.4),"
388,ENG,389,Special Topics:Literature: Intro to Postcolonial Theory,MW,14:30:00,15:45:00,S. Meighoo,4.1,2.7,"('ENG',389,'Special Topics:Literature: Intro to Postcolonial Theory','MW','14:30:00','15:45:00','S. Meighoo',4.1,2.7),"
389,ENG,480,Seminar in Poetry:English: Contemp Irish Poetry,MW,13:00:00,14:15:00,G. Higgins,3.4,2.8,"('ENG',480,'Seminar in Poetry:English: Contemp Irish Poetry','MW','13:00:00','14:15:00','G. Higgins',3.4,2.8),"
390,ENG,480,Seminar in Poetry:English: Contemporary American Poetry,MW,10:00:00,11:15:00,W. Kalaidjian,3,1.6,"('ENG',480,'Seminar in Poetry:English: Contemporary American Poetry','MW','10:00:00','11:15:00','W. Kalaidjian',3.0,1.6),"
391,ENG,482,"Seminar in Fiction:English: Novel of Manners, Then & Now:",TTh,13:00:00,14:15:00,E. Rosinberg,4.7,3.4,"('ENG',482,'Seminar in Fiction:English: Novel of Manners, Then & Now:','TTh','13:00:00','14:15:00','E. Rosinberg',4.7,3.4),"
392,ENG,485,Topics in Applied Research,TTh,16:00:00,17:15:00,M. Murray,2.4,3.9,"('ENG',485,'Topics in Applied Research','TTh','16:00:00','17:15:00','M. Murray',2.4,3.9),"
393,ENG,485,Topics in Applied Research: Communication,MW,13:00:00,14:15:00,B. Miller,5,2,"('ENG',485,'Topics in Applied Research: Communication','MW','13:00:00','14:15:00','B. Miller',5.0,2.0),"
